,DateTime,Severity,EpochTime,ErrorType,Service,EndPoint,DataVal1,DataVal2,Content,UUID,EventId,EventTemplate
5623,2024-11-26 04:53:20.668,info,1732596800668,OK,user-service,list,1,,Users queried with success in 1ms,7fe248dc-f3b3-4028-bdbf-6f2604693482,E1,Users queried with success in <*>
5624,2024-11-26 04:53:21.151,info,1732596801151,OK,admin-service,/purchase,335,,Purchases listed successfully from purchase-service in 335 ms,13cc6ba2-372e-4812-ac96-3151aae0c923,E5,Purchases listed successfully from purchase-service in <*> ms
5625,2024-11-26 04:53:20.662,info,1732596800662,OK,admin-service,/user,132,,Users listed successfully from user-service in 132 ms,dbe8890a-384b-48bc-8ff8-abdff6e5fb58,E6,Users listed successfully from user-service in <*> ms
5626,2024-11-26 04:53:21.462,info,1732596801462,OK,product-service,list,1,,Products fetched with success in 1 ms,7c6b71ad-608b-45e9-be97-5a44ac71c933,E3,Products fetched with success in <*> ms
5627,2024-11-26 04:53:20.813,info,1732596800813,OK,product-service,list,1,,Products fetched with success in 1 ms,1e7b7ecd-1047-4b25-a4bb-d183f9a8f2bd,E3,Products fetched with success in <*> ms
5628,2024-11-26 04:53:21.465,info,1732596801465,OK,purchase-service,list,0,,Purchases list fetched successfully from postgres database in 0 ms,f1d458c5-e9ae-402d-8c03-6f5e627fd53e,E2,Purchases list fetched successfully from postgres database in <*> ms
5629,2024-11-26 04:53:21.314,info,1732596801314,OK,admin-service,/user,156,,Users listed successfully from user-service in 156 ms,4731a9e0-b177-4287-abb0-03746dd75865,E6,Users listed successfully from user-service in <*> ms
5630,2024-11-26 04:53:21.320,info,1732596801320,OK,user-service,list,1,,Users queried with success in 1ms,18ebb895-2ec1-41cf-823a-a0abf12f3483,E1,Users queried with success in <*>
5631,2024-11-26 04:53:21.456,info,1732596801456,SVC_USER_REQ_DELAY,apigateway,/userslist,138,,Fetching users list took longer than expected (max=100ms): 138 ms,18ebb895-2ec1-41cf-823a-a0abf12f3483,E9,Fetching users list took longer than expected <*> <*> ms
5632,2024-11-26 04:53:22.054,info,1732596802054,SVC_USER_REQ_DELAY,apigateway,/userslist,123,,Fetching users list took longer than expected (max=100ms): 123 ms,332c2837-8038-4077-8cc7-c246a5434201,E9,Fetching users list took longer than expected <*> <*> ms
5633,2024-11-26 04:53:22.061,info,1732596802061,OK,admin-service,/product,2,,Products listed successfully from product-service in 2 ms,2a9d48ff-a605-465a-9e00-ad7527ff2da7,E4,Products listed successfully from product-service in <*> ms
5634,2024-11-26 04:53:21.799,info,1732596801799,OK,user-service,list,2,,Users queried with success in 2ms,bd53c66f-1d0a-4239-8e7f-eafc4be3f27d,E1,Users queried with success in <*>
5635,2024-11-26 04:53:22.534,info,1732596802534,OK,user-service,list,1,,Users queried with success in 1ms,0dc836d8-dc91-48c6-bdc9-fc7126539fee,E1,Users queried with success in <*>
5636,2024-11-26 04:53:21.928,info,1732596801927,OK,admin-service,/user,130,,Users listed successfully from user-service in 130 ms,62ea526f-4be3-4d0b-8c1f-66a66d86f08a,E6,Users listed successfully from user-service in <*> ms
5637,2024-11-26 04:53:22.395,info,1732596802395,OK,admin-service,/purchase,333,,Purchases listed successfully from purchase-service in 333 ms,5ff57278-290f-4c45-91f7-be285c26e59c,E5,Purchases listed successfully from purchase-service in <*> ms
5638,2024-11-26 04:53:22.402,info,1732596802402,OK,user-service,list,1,,Users queried with success in 1ms,4c576d03-a588-48e8-a31f-83b776f8fbe3,E1,Users queried with success in <*>
5639,2024-11-26 04:53:21.788,info,1732596801788,OK,admin-service,/purchase,323,,Purchases listed successfully from purchase-service in 323 ms,102cbdc9-68cf-4325-a483-cb7fdb2062d6,E5,Purchases listed successfully from purchase-service in <*> ms
5640,2024-11-26 04:53:22.528,info,1732596802528,OK,admin-service,/user,128,,Users listed successfully from user-service in 128 ms,7e4c203c-6ddc-4532-bcda-dc35d78c9c3c,E6,Users listed successfully from user-service in <*> ms
