,FullDateTime,E1,E10,E11,E12,E13,E14,E15,E16,E17,E2,E3,E4,E5,E6,E7,E8,E9
338,2024-11-27 04:13:31,0,45,0,0,46,0,74,0,17,21,68,22,46,0,0,45,21
339,2024-11-27 04:13:32,0,46,0,0,45,0,65,0,45,19,63,0,45,0,0,46,19
340,2024-11-27 04:13:33,0,44,0,0,45,0,96,0,15,21,67,0,45,0,0,45,21
341,2024-11-27 04:13:34,0,47,0,0,47,0,90,0,12,21,67,13,47,0,0,47,21
342,2024-11-27 04:13:35,0,43,0,0,43,0,105,0,0,19,63,0,43,0,0,43,19
343,2024-11-27 04:13:36,0,43,0,0,42,0,79,0,11,18,60,11,42,0,0,42,17
344,2024-11-27 04:13:37,0,43,0,0,44,0,72,0,19,18,61,13,43,0,0,43,18
345,2024-11-27 04:13:38,0,44,0,0,45,0,110,0,0,19,64,0,45,0,0,45,20
346,2024-11-27 04:13:39,0,42,0,0,40,0,70,0,9,17,58,19,41,0,0,41,16
347,2024-11-27 04:13:40,0,44,0,0,44,0,106,0,0,18,61,0,44,0,0,44,18
348,2024-11-27 04:13:41,0,37,0,0,37,0,87,0,4,17,53,0,37,0,0,37,17
349,2024-11-27 04:13:42,0,0,0,0,0,0,1,0,0,18,19,18,0,0,0,0,19
350,2024-11-27 04:13:43,0,0,0,0,0,0,3,0,0,18,17,14,0,0,0,0,17
351,2024-11-27 04:13:44,0,0,0,0,0,0,5,0,0,19,19,14,0,0,0,0,19
352,2024-11-27 04:13:45,0,0,0,0,0,0,2,0,2,19,19,15,0,0,0,0,19
353,2024-11-27 04:13:46,0,0,0,0,0,0,5,0,0,17,17,12,0,0,0,0,17
354,2024-11-27 04:13:47,0,0,0,0,0,0,7,0,2,16,16,7,0,0,0,0,16
355,2024-11-27 04:13:48,0,0,0,0,0,0,3,0,0,16,16,13,0,0,0,0,16
356,2024-11-27 04:13:49,0,0,0,0,0,0,2,0,0,17,17,15,0,0,0,0,17
357,2024-11-27 04:13:50,0,0,0,0,0,0,0,0,1,18,19,18,0,0,0,0,19
358,2024-11-27 04:13:51,0,0,0,0,0,0,2,0,0,18,18,16,0,0,0,0,18
359,2024-11-27 04:13:52,0,0,0,0,0,0,0,0,0,24,24,24,0,0,0,0,24
360,2024-11-27 04:13:53,0,0,0,0,0,0,0,0,0,26,25,25,0,0,0,0,25
361,2024-11-27 04:13:54,0,0,0,0,0,0,6,0,0,27,27,22,0,0,0,0,28
362,2024-11-27 04:13:55,0,0,0,0,0,0,3,0,0,27,27,23,0,0,0,0,26
363,2024-11-27 04:13:56,0,0,0,0,0,0,4,0,0,28,29,25,0,0,0,0,29
364,2024-11-27 04:13:57,0,0,0,0,0,0,9,0,0,28,27,18,0,0,0,0,27
365,2024-11-27 04:13:58,0,0,0,0,0,0,9,0,0,25,25,16,0,0,0,0,25
366,2024-11-27 04:13:59,0,0,0,0,0,0,11,0,0,28,29,18,0,0,0,0,29
367,2024-11-27 04:14:00,0,0,0,0,0,0,0,0,0,30,29,29,0,0,0,0,29
368,2024-11-27 04:14:01,0,0,0,0,0,0,5,0,0,29,29,24,0,0,0,0,29
369,2024-11-27 04:14:02,0,0,0,0,0,0,15,0,0,29,29,14,0,0,0,0,29
370,2024-11-27 04:14:03,0,0,0,0,0,0,1,0,0,20,20,19,0,0,0,0,20
371,2024-11-27 04:51:21,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
372,2024-11-27 04:51:22,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,1,1
373,2024-11-27 04:51:23,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
374,2024-11-27 04:51:25,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
375,2024-11-27 04:51:26,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
376,2024-11-27 04:51:28,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
377,2024-11-27 04:51:33,0,16,0,0,15,2,7,0,0,12,29,39,17,0,0,17,12
378,2024-11-27 04:51:34,0,23,0,0,22,0,45,0,0,23,46,22,22,0,0,22,23
379,2024-11-27 04:51:35,0,24,0,0,24,0,30,0,5,23,47,37,24,0,0,24,24
380,2024-11-27 04:51:36,0,25,0,0,25,0,28,0,0,26,50,47,25,0,0,25,25
381,2024-11-27 04:51:37,0,25,0,0,25,0,62,0,0,24,49,12,25,0,0,25,24
382,2024-11-27 04:51:38,0,24,0,0,24,0,46,0,0,25,50,27,24,0,0,24,25
383,2024-11-27 04:51:39,0,23,0,0,23,0,42,0,12,23,46,15,23,0,0,23,23
384,2024-11-27 04:51:40,0,24,0,0,24,0,36,0,0,24,48,36,24,0,0,24,24
385,2024-11-27 04:51:41,0,25,0,0,25,0,49,0,0,24,49,26,25,0,0,25,25
386,2024-11-27 04:51:42,0,25,0,0,25,0,44,0,6,25,49,24,25,0,0,25,24
387,2024-11-27 04:51:43,0,8,0,0,8,0,25,0,0,13,21,4,8,0,0,8,13
