2024-11-15 07:22:10.883,info,1731698530883,OK,apigateway,/userslist,11,,Users list fetched successfully from user-service in 11 ms
2024-11-15 07:22:10.891,info,1731698530891,OK,apigateway,/userslist,16,,Users list fetched successfully from user-service in 16 ms
2024-11-15 07:22:10.894,info,1731698530894,OK,apigateway,/userslist,18,,Users list fetched successfully from user-service in 18 ms
2024-11-15 07:22:10.898,info,1731698530898,OK,apigateway,/userslist,22,,Users list fetched successfully from user-service in 22 ms
2024-11-15 07:22:10.900,info,1731698530900,OK,apigateway,/userslist,23,,Users list fetched successfully from user-service in 23 ms
2024-11-15 07:22:10.903,info,1731698530903,OK,apigateway,/userslist,25,,Users list fetched successfully from user-service in 25 ms
2024-11-15 07:22:10.907,info,1731698530907,OK,apigateway,/userslist,28,,Users list fetched successfully from user-service in 28 ms
2024-11-15 07:22:10.910,info,1731698530910,OK,apigateway,/userslist,30,,Users list fetched successfully from user-service in 30 ms
2024-11-15 07:22:11.001,info,1731698531001,OK,apigateway,/userslist,120,,Users list fetched successfully from user-service in 120 ms
2024-11-15 07:22:11.002,info,1731698531002,OK,apigateway,/userslist,115,,Users list fetched successfully from user-service in 115 ms
2024-11-15 07:22:11.003,info,1731698531003,OK,apigateway,/userslist,114,,Users list fetched successfully from user-service in 114 ms
2024-11-15 07:22:11.003,info,1731698531003,OK,apigateway,/userslist,113,,Users list fetched successfully from user-service in 113 ms
2024-11-15 07:22:11.004,info,1731698531004,OK,apigateway,/userslist,112,,Users list fetched successfully from user-service in 112 ms
2024-11-15 07:22:11.005,info,1731698531005,OK,apigateway,/userslist,112,,Users list fetched successfully from user-service in 112 ms
2024-11-15 07:22:11.005,info,1731698531005,OK,apigateway,/userslist,112,,Users list fetched successfully from user-service in 112 ms
2024-11-15 07:22:11.006,info,1731698531005,OK,apigateway,/userslist,110,,Users list fetched successfully from user-service in 110 ms
2024-11-15 07:22:11.007,info,1731698531007,OK,apigateway,/userslist,111,,Users list fetched successfully from user-service in 111 ms
2024-11-15 07:22:11.008,info,1731698531008,OK,apigateway,/userslist,110,,Users list fetched successfully from user-service in 110 ms
2024-11-15 07:22:11.008,info,1731698531008,OK,apigateway,/userslist,108,,Users list fetched successfully from user-service in 108 ms
2024-11-15 07:22:11.009,info,1731698531009,OK,apigateway,/userslist,108,,Users list fetched successfully from user-service in 108 ms
2024-11-15 07:22:11.009,info,1731698531009,OK,apigateway,/userslist,107,,Users list fetched successfully from user-service in 107 ms
2024-11-15 07:22:11.010,info,1731698531010,OK,apigateway,/userslist,107,,Users list fetched successfully from user-service in 107 ms
2024-11-15 07:22:11.010,info,1731698531010,OK,apigateway,/userslist,106,,Users list fetched successfully from user-service in 106 ms
2024-11-15 07:22:11.010,info,1731698531010,OK,apigateway,/userslist,105,,Users list fetched successfully from user-service in 105 ms
2024-11-15 07:22:11.011,info,1731698531011,OK,apigateway,/userslist,104,,Users list fetched successfully from user-service in 104 ms
2024-11-15 07:22:11.011,info,1731698531011,OK,apigateway,/userslist,103,,Users list fetched successfully from user-service in 103 ms
2024-11-15 07:22:11.012,info,1731698531012,OK,apigateway,/userslist,103,,Users list fetched successfully from user-service in 103 ms
2024-11-15 07:22:11.012,info,1731698531012,OK,apigateway,/userslist,101,,Users list fetched successfully from user-service in 101 ms
2024-11-15 07:22:11.016,info,1731698531016,OK,apigateway,/userslist,16,,Users list fetched successfully from user-service in 16 ms
2024-11-15 07:22:11.018,info,1731698531018,OK,apigateway,/userslist,3,,Users list fetched successfully from user-service in 3 ms
2024-11-15 07:22:11.020,info,1731698531020,OK,apigateway,/userslist,2,,Users list fetched successfully from user-service in 2 ms
2024-11-15 07:22:11.021,info,1731698531021,OK,apigateway,/userslist,1,,Users list fetched successfully from user-service in 1 ms
2024-11-15 07:22:11.024,info,1731698531024,OK,apigateway,/userslist,3,,Users list fetched successfully from user-service in 3 ms
2024-11-15 07:22:11.028,info,1731698531028,OK,apigateway,/userslist,6,,Users list fetched successfully from user-service in 6 ms
2024-11-15 07:22:11.030,info,1731698531030,OK,apigateway,/userslist,7,,Users list fetched successfully from user-service in 7 ms
2024-11-15 07:22:11.032,info,1731698531032,OK,apigateway,/userslist,8,,Users list fetched successfully from user-service in 8 ms
2024-11-15 07:22:11.034,info,1731698531034,OK,apigateway,/userslist,9,,Users list fetched successfully from user-service in 9 ms
2024-11-15 07:22:11.036,info,1731698531036,OK,apigateway,/userslist,9,,Users list fetched successfully from user-service in 9 ms
2024-11-15 07:22:11.038,info,1731698531038,OK,apigateway,/userslist,10,,Users list fetched successfully from user-service in 10 ms
2024-11-15 07:22:11.040,info,1731698531040,OK,apigateway,/userslist,11,,Users list fetched successfully from user-service in 11 ms
2024-11-15 07:22:11.041,info,1731698531041,OK,apigateway,/userslist,10,,Users list fetched successfully from user-service in 10 ms
2024-11-15 07:22:11.044,info,1731698531044,OK,apigateway,/userslist,12,,Users list fetched successfully from user-service in 12 ms
2024-11-15 07:22:11.045,info,1731698531045,OK,apigateway,/userslist,12,,Users list fetched successfully from user-service in 12 ms
2024-11-15 07:22:11.048,info,1731698531048,OK,apigateway,/userslist,13,,Users list fetched successfully from user-service in 13 ms
2024-11-15 07:22:11.048,info,1731698531048,OK,apigateway,/userslist,10,,Users list fetched successfully from user-service in 10 ms
2024-11-15 07:22:11.049,info,1731698531049,OK,apigateway,/userslist,10,,Users list fetched successfully from user-service in 10 ms
2024-11-15 07:22:11.050,info,1731698531050,OK,apigateway,/userslist,9,,Users list fetched successfully from user-service in 9 ms
2024-11-15 07:22:11.051,info,1731698531051,OK,apigateway,/userslist,9,,Users list fetched successfully from user-service in 9 ms
2024-11-15 07:22:11.051,info,1731698531051,OK,apigateway,/userslist,8,,Users list fetched successfully from user-service in 8 ms
2024-11-15 07:22:11.051,info,1731698531051,OK,apigateway,/userslist,6,,Users list fetched successfully from user-service in 6 ms
2024-11-15 07:22:11.053,info,1731698531053,OK,apigateway,/userslist,6,,Users list fetched successfully from user-service in 6 ms
2024-11-15 07:22:11.054,info,1731698531054,OK,apigateway,/userslist,4,,Users list fetched successfully from user-service in 4 ms
2024-11-15 07:22:11.056,info,1731698531056,OK,apigateway,/userslist,3,,Users list fetched successfully from user-service in 3 ms
2024-11-15 07:22:11.057,info,1731698531057,OK,apigateway,/userslist,2,,Users list fetched successfully from user-service in 2 ms
2024-11-15 07:22:11.059,info,1731698531059,OK,apigateway,/userslist,2,,Users list fetched successfully from user-service in 2 ms
2024-11-15 07:22:11.062,info,1731698531062,OK,apigateway,/userslist,4,,Users list fetched successfully from user-service in 4 ms
2024-11-15 07:22:11.064,info,1731698531064,OK,apigateway,/userslist,4,,Users list fetched successfully from user-service in 4 ms
2024-11-15 07:22:11.066,info,1731698531066,OK,apigateway,/userslist,5,,Users list fetched successfully from user-service in 5 ms
