,Date,Time,Severity,EpochTime,ErrorType,Service,EndPoint,DataVal1,DataVal2,Content,EventId,EventTemplate
70,2024-11-15,07:22:11.085,info,1731698531085,OK,apigateway,/userslist,5,,Users list fetched successfully from user-service in 5 ms,E1,Users list fetched successfully from user-service in <*> ms
71,2024-11-15,07:22:11.088,info,1731698531088,OK,apigateway,/userslist,7,,Users list fetched successfully from user-service in 7 ms,E1,Users list fetched successfully from user-service in <*> ms
72,2024-11-15,07:22:11.089,info,1731698531089,OK,apigateway,/userslist,7,,Users list fetched successfully from user-service in 7 ms,E1,Users list fetched successfully from user-service in <*> ms
73,2024-11-15,07:22:11.089,info,1731698531089,OK,apigateway,/userslist,6,,Users list fetched successfully from user-service in 6 ms,E1,Users list fetched successfully from user-service in <*> ms
74,2024-11-15,07:22:11.090,info,1731698531090,OK,apigateway,/userslist,6,,Users list fetched successfully from user-service in 6 ms,E1,Users list fetched successfully from user-service in <*> ms
75,2024-11-15,07:22:11.092,info,1731698531092,OK,apigateway,/userslist,6,,Users list fetched successfully from user-service in 6 ms,E1,Users list fetched successfully from user-service in <*> ms
76,2024-11-15,07:22:11.093,info,1731698531093,OK,apigateway,/userslist,2,,Users list fetched successfully from user-service in 2 ms,E1,Users list fetched successfully from user-service in <*> ms
77,2024-11-15,07:22:11.097,info,1731698531097,OK,apigateway,/userslist,4,,Users list fetched successfully from user-service in 4 ms,E1,Users list fetched successfully from user-service in <*> ms
78,2024-11-15,07:22:11.104,info,1731698531104,OK,apigateway,/userslist,10,,Users list fetched successfully from user-service in 10 ms,E1,Users list fetched successfully from user-service in <*> ms
79,2024-11-15,07:22:11.190,info,1731698531190,OK,apigateway,/userslist,95,,Users list fetched successfully from user-service in 95 ms,E1,Users list fetched successfully from user-service in <*> ms
80,2024-11-15,07:22:11.191,info,1731698531191,OK,apigateway,/userslist,96,,Users list fetched successfully from user-service in 96 ms,E1,Users list fetched successfully from user-service in <*> ms
81,2024-11-15,07:22:11.191,info,1731698531191,OK,apigateway,/userslist,95,,Users list fetched successfully from user-service in 95 ms,E1,Users list fetched successfully from user-service in <*> ms
82,2024-11-15,07:22:11.192,info,1731698531192,OK,apigateway,/userslist,96,,Users list fetched successfully from user-service in 96 ms,E1,Users list fetched successfully from user-service in <*> ms
83,2024-11-15,07:22:11.193,info,1731698531193,OK,apigateway,/userslist,95,,Users list fetched successfully from user-service in 95 ms,E1,Users list fetched successfully from user-service in <*> ms
84,2024-11-15,07:22:11.193,info,1731698531193,OK,apigateway,/userslist,95,,Users list fetched successfully from user-service in 95 ms,E1,Users list fetched successfully from user-service in <*> ms
85,2024-11-15,07:22:11.193,info,1731698531193,OK,apigateway,/userslist,94,,Users list fetched successfully from user-service in 94 ms,E1,Users list fetched successfully from user-service in <*> ms
86,2024-11-15,07:22:11.194,info,1731698531194,OK,apigateway,/userslist,95,,Users list fetched successfully from user-service in 95 ms,E1,Users list fetched successfully from user-service in <*> ms
87,2024-11-15,07:22:11.194,info,1731698531194,OK,apigateway,/userslist,94,,Users list fetched successfully from user-service in 94 ms,E1,Users list fetched successfully from user-service in <*> ms
88,2024-11-15,07:22:11.195,info,1731698531195,OK,apigateway,/userslist,94,,Users list fetched successfully from user-service in 94 ms,E1,Users list fetched successfully from user-service in <*> ms
89,2024-11-15,07:22:11.196,info,1731698531196,OK,apigateway,/userslist,93,,Users list fetched successfully from user-service in 93 ms,E1,Users list fetched successfully from user-service in <*> ms
90,2024-11-15,07:22:11.196,info,1731698531196,OK,apigateway,/userslist,93,,Users list fetched successfully from user-service in 93 ms,E1,Users list fetched successfully from user-service in <*> ms
91,2024-11-15,07:22:11.196,info,1731698531196,OK,apigateway,/userslist,91,,Users list fetched successfully from user-service in 91 ms,E1,Users list fetched successfully from user-service in <*> ms
92,2024-11-15,07:22:11.199,info,1731698531199,OK,apigateway,/userslist,9,,Users list fetched successfully from user-service in 9 ms,E1,Users list fetched successfully from user-service in <*> ms
93,2024-11-15,07:22:11.205,info,1731698531205,OK,apigateway,/userslist,6,,Users list fetched successfully from user-service in 6 ms,E1,Users list fetched successfully from user-service in <*> ms
94,2024-11-15,07:22:11.210,info,1731698531210,OK,apigateway,/userslist,10,,Users list fetched successfully from user-service in 10 ms,E1,Users list fetched successfully from user-service in <*> ms
95,2024-11-15,07:22:11.259,info,1731698531259,OK,apigateway,/userslist,58,,Users list fetched successfully from user-service in 58 ms,E1,Users list fetched successfully from user-service in <*> ms
96,2024-11-15,07:22:11.260,info,1731698531260,OK,apigateway,/userslist,58,,Users list fetched successfully from user-service in 58 ms,E1,Users list fetched successfully from user-service in <*> ms
97,2024-11-15,07:22:11.261,info,1731698531261,OK,apigateway,/userslist,59,,Users list fetched successfully from user-service in 59 ms,E1,Users list fetched successfully from user-service in <*> ms
98,2024-11-15,07:22:11.261,info,1731698531261,OK,apigateway,/userslist,57,,Users list fetched successfully from user-service in 57 ms,E1,Users list fetched successfully from user-service in <*> ms
99,2024-11-15,07:22:11.262,info,1731698531262,OK,apigateway,/userslist,56,,Users list fetched successfully from user-service in 56 ms,E1,Users list fetched successfully from user-service in <*> ms
100,2024-11-15,07:22:11.891,info,1731698531891,OK,apigateway,/userslist,3,,Users list fetched successfully from user-service in 3 ms,E1,Users list fetched successfully from user-service in <*> ms
101,2024-11-15,07:22:11.895,info,1731698531895,OK,apigateway,/userslist,2,,Users list fetched successfully from user-service in 2 ms,E1,Users list fetched successfully from user-service in <*> ms
102,2024-11-15,07:22:11.906,info,1731698531906,OK,apigateway,/userslist,5,,Users list fetched successfully from user-service in 5 ms,E1,Users list fetched successfully from user-service in <*> ms
103,2024-11-15,07:22:11.908,info,1731698531908,OK,apigateway,/userslist,6,,Users list fetched successfully from user-service in 6 ms,E1,Users list fetched successfully from user-service in <*> ms
104,2024-11-15,07:22:11.911,info,1731698531911,OK,apigateway,/userslist,8,,Users list fetched successfully from user-service in 8 ms,E1,Users list fetched successfully from user-service in <*> ms
105,2024-11-15,07:22:11.914,info,1731698531914,OK,apigateway,/userslist,7,,Users list fetched successfully from user-service in 7 ms,E1,Users list fetched successfully from user-service in <*> ms
106,2024-11-15,07:22:11.914,info,1731698531914,OK,apigateway,/userslist,4,,Users list fetched successfully from user-service in 4 ms,E1,Users list fetched successfully from user-service in <*> ms
107,2024-11-15,07:22:11.959,info,1731698531959,OK,apigateway,/userslist,46,,Users list fetched successfully from user-service in 46 ms,E1,Users list fetched successfully from user-service in <*> ms
108,2024-11-15,07:22:12.009,info,1731698532009,OK,apigateway,/userslist,5,,Users list fetched successfully from user-service in 5 ms,E1,Users list fetched successfully from user-service in <*> ms
109,2024-11-15,07:22:12.019,info,1731698532018,OK,apigateway,/userslist,13,,Users list fetched successfully from user-service in 13 ms,E1,Users list fetched successfully from user-service in <*> ms
110,2024-11-15,07:22:12.019,info,1731698532019,OK,apigateway,/userslist,13,,Users list fetched successfully from user-service in 13 ms,E1,Users list fetched successfully from user-service in <*> ms
111,2024-11-15,07:22:12.025,info,1731698532025,OK,apigateway,/userslist,18,,Users list fetched successfully from user-service in 18 ms,E1,Users list fetched successfully from user-service in <*> ms
112,2024-11-15,07:22:12.030,info,1731698532029,OK,apigateway,/userslist,22,,Users list fetched successfully from user-service in 22 ms,E1,Users list fetched successfully from user-service in <*> ms
113,2024-11-15,07:22:12.031,info,1731698532031,OK,apigateway,/userslist,23,,Users list fetched successfully from user-service in 23 ms,E1,Users list fetched successfully from user-service in <*> ms
114,2024-11-15,07:22:12.033,info,1731698532033,OK,apigateway,/userslist,25,,Users list fetched successfully from user-service in 25 ms,E1,Users list fetched successfully from user-service in <*> ms
115,2024-11-15,07:22:12.035,info,1731698532035,OK,apigateway,/userslist,25,,Users list fetched successfully from user-service in 25 ms,E1,Users list fetched successfully from user-service in <*> ms
116,2024-11-15,07:22:12.035,info,1731698532035,OK,apigateway,/userslist,25,,Users list fetched successfully from user-service in 25 ms,E1,Users list fetched successfully from user-service in <*> ms
117,2024-11-15,07:22:12.037,info,1731698532037,OK,apigateway,/userslist,26,,Users list fetched successfully from user-service in 26 ms,E1,Users list fetched successfully from user-service in <*> ms
118,2024-11-15,07:22:12.037,info,1731698532037,OK,apigateway,/userslist,26,,Users list fetched successfully from user-service in 26 ms,E1,Users list fetched successfully from user-service in <*> ms
119,2024-11-15,07:22:12.038,info,1731698532038,OK,apigateway,/userslist,26,,Users list fetched successfully from user-service in 26 ms,E1,Users list fetched successfully from user-service in <*> ms
120,2024-11-15,07:22:12.039,info,1731698532039,OK,apigateway,/userslist,26,,Users list fetched successfully from user-service in 26 ms,E1,Users list fetched successfully from user-service in <*> ms
121,2024-11-15,07:22:12.040,info,1731698532040,OK,apigateway,/userslist,27,,Users list fetched successfully from user-service in 27 ms,E1,Users list fetched successfully from user-service in <*> ms
122,2024-11-15,07:22:12.040,info,1731698532040,OK,apigateway,/userslist,25,,Users list fetched successfully from user-service in 25 ms,E1,Users list fetched successfully from user-service in <*> ms
123,2024-11-15,07:22:12.041,info,1731698532041,OK,apigateway,/userslist,25,,Users list fetched successfully from user-service in 25 ms,E1,Users list fetched successfully from user-service in <*> ms
124,2024-11-15,07:22:12.043,info,1731698532043,OK,apigateway,/userslist,26,,Users list fetched successfully from user-service in 26 ms,E1,Users list fetched successfully from user-service in <*> ms
125,2024-11-15,07:22:12.044,info,1731698532044,OK,apigateway,/userslist,27,,Users list fetched successfully from user-service in 27 ms,E1,Users list fetched successfully from user-service in <*> ms
126,2024-11-15,07:22:12.044,info,1731698532044,OK,apigateway,/userslist,26,,Users list fetched successfully from user-service in 26 ms,E1,Users list fetched successfully from user-service in <*> ms
127,2024-11-15,07:22:12.045,info,1731698532045,OK,apigateway,/userslist,27,,Users list fetched successfully from user-service in 27 ms,E1,Users list fetched successfully from user-service in <*> ms
128,2024-11-15,07:22:12.045,info,1731698532045,OK,apigateway,/userslist,25,,Users list fetched successfully from user-service in 25 ms,E1,Users list fetched successfully from user-service in <*> ms
129,2024-11-15,07:22:12.046,info,1731698532046,OK,apigateway,/userslist,25,,Users list fetched successfully from user-service in 25 ms,E1,Users list fetched successfully from user-service in <*> ms
130,2024-11-15,07:22:12.047,info,1731698532047,OK,apigateway,/userslist,25,,Users list fetched successfully from user-service in 25 ms,E1,Users list fetched successfully from user-service in <*> ms
131,2024-11-15,07:22:12.049,info,1731698532049,OK,apigateway,/userslist,25,,Users list fetched successfully from user-service in 25 ms,E1,Users list fetched successfully from user-service in <*> ms
132,2024-11-15,07:22:12.050,info,1731698532050,OK,apigateway,/userslist,24,,Users list fetched successfully from user-service in 24 ms,E1,Users list fetched successfully from user-service in <*> ms
133,2024-11-15,07:22:12.050,info,1731698532050,OK,apigateway,/userslist,19,,Users list fetched successfully from user-service in 19 ms,E1,Users list fetched successfully from user-service in <*> ms
134,2024-11-15,07:22:12.051,info,1731698532051,OK,apigateway,/userslist,19,,Users list fetched successfully from user-service in 19 ms,E1,Users list fetched successfully from user-service in <*> ms
135,2024-11-15,07:22:12.051,info,1731698532051,OK,apigateway,/userslist,17,,Users list fetched successfully from user-service in 17 ms,E1,Users list fetched successfully from user-service in <*> ms
136,2024-11-15,07:22:12.051,info,1731698532051,OK,apigateway,/userslist,15,,Users list fetched successfully from user-service in 15 ms,E1,Users list fetched successfully from user-service in <*> ms
137,2024-11-15,07:22:12.052,info,1731698532052,OK,apigateway,/userslist,13,,Users list fetched successfully from user-service in 13 ms,E1,Users list fetched successfully from user-service in <*> ms
138,2024-11-15,07:22:12.052,info,1731698532052,OK,apigateway,/userslist,10,,Users list fetched successfully from user-service in 10 ms,E1,Users list fetched successfully from user-service in <*> ms
139,2024-11-15,07:22:12.053,info,1731698532053,OK,apigateway,/userslist,10,,Users list fetched successfully from user-service in 10 ms,E1,Users list fetched successfully from user-service in <*> ms
140,2024-11-15,07:22:12.054,info,1731698532054,OK,apigateway,/userslist,6,,Users list fetched successfully from user-service in 6 ms,E1,Users list fetched successfully from user-service in <*> ms
